Date,Open,High,Low,Close,Adj Close,Volume
2020-08-01,0.000000,0.000000,0.000000,0.000000,0.000000,1604789
2020-08-02,0.000000,0.000000,0.000000,0.000000,0.000000,193098
2020-08-03,0.000000,0.000000,0.000000,0.000000,0.000000,129225
2020-08-04,0.000000,0.000000,0.000000,0.000000,0.000000,19717
2020-08-05,0.000000,0.000000,0.000000,0.000000,0.000000,26869
2020-08-06,0.000000,0.000000,0.000000,0.000000,0.000000,8708
2020-08-07,0.000000,0.000000,0.000000,0.000000,0.000000,17529
2020-08-08,0.000000,0.000000,0.000000,0.000000,0.000000,13773
2020-08-09,0.000000,0.000000,0.000000,0.000000,0.000000,5190
2020-08-10,0.000000,0.000000,0.000000,0.000000,0.000000,6105
2020-08-11,0.000000,0.000000,0.000000,0.000000,0.000000,2896
2020-08-12,null,null,null,null,null,null
2020-08-13,null,null,null,null,null,null
2020-08-14,null,null,null,null,null,null
2020-08-15,null,null,null,null,null,null
2020-08-16,0.000000,0.000000,0.000000,0.000000,0.000000,506
2020-08-17,0.000000,0.000000,0.000000,0.000000,0.000000,543
2020-08-18,0.000000,0.000000,0.000000,0.000000,0.000000,153
2020-08-19,0.000000,0.000000,0.000000,0.000000,0.000000,3411
2020-08-20,0.000000,0.000000,0.000000,0.000000,0.000000,2058
2020-08-21,0.000000,0.000000,0.000000,0.000000,0.000000,4894
2020-08-22,0.000000,0.000000,0.000000,0.000000,0.000000,8019
2020-08-23,0.000000,0.000000,0.000000,0.000000,0.000000,763
2020-08-24,0.000000,0.000000,0.000000,0.000000,0.000000,32
2020-08-25,0.000000,0.000000,0.000000,0.000000,0.000000,377
2020-08-26,0.000000,0.000000,0.000000,0.000000,0.000000,595
2020-08-27,0.000000,0.000000,0.000000,0.000000,0.000000,2404
2020-08-28,0.000000,0.000000,0.000000,0.000000,0.000000,7426
2020-08-29,0.000000,0.000000,0.000000,0.000000,0.000000,4191
2020-08-30,0.000000,0.000000,0.000000,0.000000,0.000000,40609
2020-08-31,0.000000,0.000000,0.000000,0.000000,0.000000,6653
2020-09-01,0.000000,0.000000,0.000000,0.000000,0.000000,16378
2020-09-02,0.000000,0.000000,0.000000,0.000000,0.000000,61769
2020-09-03,0.000000,0.000000,0.000000,0.000000,0.000000,70619
2020-09-04,0.000000,0.000000,0.000000,0.000000,0.000000,36623
2020-09-05,null,null,null,null,null,null
2020-09-06,null,null,null,null,null,null
2020-09-07,null,null,null,null,null,null
2020-09-08,null,null,null,null,null,null
2020-09-09,null,null,null,null,null,null
2020-09-10,null,null,null,null,null,null
2020-09-11,null,null,null,null,null,null
2020-09-12,null,null,null,null,null,null
2020-09-13,null,null,null,null,null,null
2020-09-14,null,null,null,null,null,null
2020-09-15,null,null,null,null,null,null
2020-09-16,null,null,null,null,null,null
2020-09-17,null,null,null,null,null,null
2020-09-18,null,null,null,null,null,null
2020-09-19,null,null,null,null,null,null
2020-09-20,null,null,null,null,null,null
2020-09-21,null,null,null,null,null,null
2020-09-22,0.000000,0.000000,0.000000,0.000000,0.000000,468
2020-09-23,0.000000,0.000000,0.000000,0.000000,0.000000,504
2020-09-24,0.000000,0.000000,0.000000,0.000000,0.000000,173
2020-09-25,0.000000,0.000000,0.000000,0.000000,0.000000,208
2020-09-26,0.000000,0.000000,0.000000,0.000000,0.000000,249
2020-09-27,0.000000,0.000000,0.000000,0.000000,0.000000,2381
2020-09-28,0.000000,0.000000,0.000000,0.000000,0.000000,638
2020-09-29,0.000000,0.000000,0.000000,0.000000,0.000000,252
2020-09-30,0.000000,0.000000,0.000000,0.000000,0.000000,514
2020-10-01,0.000000,0.000000,0.000000,0.000000,0.000000,305
2020-10-02,null,null,null,null,null,null
2020-10-03,null,null,null,null,null,null
2020-10-04,null,null,null,null,null,null
2020-10-05,0.000000,0.000000,0.000000,0.000000,0.000000,2653
2020-10-06,0.000000,0.000000,0.000000,0.000000,0.000000,3973
2020-10-07,0.000000,0.000000,0.000000,0.000000,0.000000,5109
2020-10-08,0.000000,0.000000,0.000000,0.000000,0.000000,754
2020-10-09,null,null,null,null,null,null
2020-10-10,0.000000,0.000000,0.000000,0.000000,0.000000,304
2020-10-11,0.000000,0.000000,0.000000,0.000000,0.000000,10
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,0.000000,0.000000,0.000000,0.000000,0.000000,53
2020-10-15,0.000000,0.000000,0.000000,0.000000,0.000000,25
2020-10-16,0.000000,0.000000,0.000000,0.000000,0.000000,179
2020-10-17,0.000000,0.000000,0.000000,0.000000,0.000000,45
2020-10-18,0.000000,0.000000,0.000000,0.000000,0.000000,4
2020-10-19,0.000000,0.000000,0.000000,0.000000,0.000000,58
2020-10-20,0.000000,0.000000,0.000000,0.000000,0.000000,514
2020-10-21,0.000000,0.000000,0.000000,0.000000,0.000000,534
2020-10-22,0.000000,0.000000,0.000000,0.000000,0.000000,28
2020-10-23,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-24,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-25,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-26,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-27,0.000000,0.000000,0.000000,0.000000,0.000000,0
2020-10-28,null,null,null,null,null,null
2020-10-29,null,null,null,null,null,null
2020-10-30,null,null,null,null,null,null
2020-10-31,null,null,null,null,null,null
2020-11-01,null,null,null,null,null,null
2020-11-02,null,null,null,null,null,null
2020-11-03,null,null,null,null,null,null
2020-11-04,null,null,null,null,null,null
2020-11-05,null,null,null,null,null,null
2020-11-06,null,null,null,null,null,null
2020-11-07,null,null,null,null,null,null
2020-11-08,null,null,null,null,null,null
2020-11-09,null,null,null,null,null,null
2020-11-10,null,null,null,null,null,null
2020-11-11,null,null,null,null,null,null
2020-11-12,null,null,null,null,null,null
2020-11-13,null,null,null,null,null,null
2020-11-14,null,null,null,null,null,null
2020-11-15,null,null,null,null,null,null
2020-11-16,null,null,null,null,null,null
2020-11-17,null,null,null,null,null,null
2020-11-18,null,null,null,null,null,null
2020-11-19,null,null,null,null,null,null
2020-11-20,null,null,null,null,null,null
2020-11-21,null,null,null,null,null,null
2020-11-22,null,null,null,null,null,null
2020-11-23,null,null,null,null,null,null
2020-11-24,null,null,null,null,null,null
2020-11-25,null,null,null,null,null,null
2020-11-26,null,null,null,null,null,null
2020-11-27,null,null,null,null,null,null
2020-11-28,null,null,null,null,null,null
2020-11-29,null,null,null,null,null,null
2020-11-30,null,null,null,null,null,null
2020-12-01,null,null,null,null,null,null
2020-12-02,null,null,null,null,null,null
2020-12-03,null,null,null,null,null,null
2020-12-04,null,null,null,null,null,null
2020-12-05,null,null,null,null,null,null
2020-12-06,null,null,null,null,null,null
2020-12-07,null,null,null,null,null,null
2020-12-08,null,null,null,null,null,null
2020-12-09,null,null,null,null,null,null
2020-12-10,null,null,null,null,null,null
2020-12-11,null,null,null,null,null,null
2020-12-12,null,null,null,null,null,null
2020-12-13,null,null,null,null,null,null
2020-12-14,null,null,null,null,null,null
2020-12-15,null,null,null,null,null,null
2020-12-16,null,null,null,null,null,null
2020-12-17,null,null,null,null,null,null
2020-12-18,null,null,null,null,null,null
2020-12-19,null,null,null,null,null,null
2020-12-20,null,null,null,null,null,null
2020-12-21,null,null,null,null,null,null
2020-12-22,null,null,null,null,null,null
2020-12-23,null,null,null,null,null,null
2020-12-24,null,null,null,null,null,null
2020-12-25,null,null,null,null,null,null
2020-12-26,null,null,null,null,null,null
2020-12-27,null,null,null,null,null,null
2020-12-28,null,null,null,null,null,null
2020-12-29,null,null,null,null,null,null
2020-12-30,null,null,null,null,null,null
2020-12-31,null,null,null,null,null,null
2021-01-01,null,null,null,null,null,null
2021-01-02,null,null,null,null,null,null
2021-01-03,null,null,null,null,null,null
2021-01-04,null,null,null,null,null,null
2021-01-05,null,null,null,null,null,null
2021-01-06,null,null,null,null,null,null
2021-01-07,null,null,null,null,null,null
2021-01-08,null,null,null,null,null,null
2021-01-09,null,null,null,null,null,null
2021-01-10,null,null,null,null,null,null
2021-01-11,null,null,null,null,null,null
2021-01-12,null,null,null,null,null,null
2021-01-13,null,null,null,null,null,null
2021-01-14,null,null,null,null,null,null
2021-01-15,null,null,null,null,null,null
2021-01-16,null,null,null,null,null,null
2021-01-17,null,null,null,null,null,null
2021-01-18,null,null,null,null,null,null
2021-01-19,null,null,null,null,null,null
2021-01-20,null,null,null,null,null,null
2021-01-21,null,null,null,null,null,null
2021-01-22,null,null,null,null,null,null
2021-01-23,null,null,null,null,null,null
2021-01-24,null,null,null,null,null,null
2021-01-25,null,null,null,null,null,null
2021-01-26,null,null,null,null,null,null
2021-01-27,null,null,null,null,null,null
2021-01-28,null,null,null,null,null,null
2021-01-29,null,null,null,null,null,null
2021-01-30,null,null,null,null,null,null
2021-01-31,null,null,null,null,null,null
2021-02-01,null,null,null,null,null,null
2021-02-02,null,null,null,null,null,null
2021-02-03,null,null,null,null,null,null
2021-02-04,null,null,null,null,null,null
2021-02-05,null,null,null,null,null,null
2021-02-06,null,null,null,null,null,null
2021-02-07,null,null,null,null,null,null
2021-02-08,null,null,null,null,null,null
2021-02-09,null,null,null,null,null,null
2021-02-10,null,null,null,null,null,null
2021-02-11,null,null,null,null,null,null
2021-02-12,null,null,null,null,null,null
2021-02-13,null,null,null,null,null,null
2021-02-14,null,null,null,null,null,null
2021-02-15,null,null,null,null,null,null
2021-02-16,null,null,null,null,null,null
2021-02-17,null,null,null,null,null,null
2021-02-18,null,null,null,null,null,null
2021-02-19,null,null,null,null,null,null
2021-02-20,null,null,null,null,null,null
2021-02-21,null,null,null,null,null,null
2021-02-22,null,null,null,null,null,null
2021-02-23,null,null,null,null,null,null
2021-02-24,null,null,null,null,null,null
2021-02-25,null,null,null,null,null,null
2021-02-26,null,null,null,null,null,null
2021-02-27,null,null,null,null,null,null
2021-02-28,null,null,null,null,null,null
2021-03-01,null,null,null,null,null,null
2021-03-02,null,null,null,null,null,null
2021-03-03,null,null,null,null,null,null
2021-03-04,null,null,null,null,null,null
2021-03-05,null,null,null,null,null,null
2021-03-06,null,null,null,null,null,null
2021-03-07,null,null,null,null,null,null
2021-03-08,null,null,null,null,null,null
2021-03-09,null,null,null,null,null,null
2021-03-10,null,null,null,null,null,null
2021-03-11,null,null,null,null,null,null
2021-03-12,null,null,null,null,null,null
2021-03-13,null,null,null,null,null,null
2021-03-14,null,null,null,null,null,null
2021-03-15,null,null,null,null,null,null
2021-03-16,null,null,null,null,null,null
2021-03-17,null,null,null,null,null,null
2021-03-18,null,null,null,null,null,null
2021-03-19,null,null,null,null,null,null
2021-03-20,null,null,null,null,null,null
2021-03-21,null,null,null,null,null,null
2021-03-22,null,null,null,null,null,null
2021-03-23,null,null,null,null,null,null
2021-03-24,null,null,null,null,null,null
2021-03-25,null,null,null,null,null,null
2021-03-26,null,null,null,null,null,null
2021-03-27,null,null,null,null,null,null
2021-03-28,null,null,null,null,null,null
2021-03-29,null,null,null,null,null,null
2021-03-30,null,null,null,null,null,null
2021-03-31,null,null,null,null,null,null
2021-04-01,null,null,null,null,null,null
2021-04-02,null,null,null,null,null,null
2021-04-03,null,null,null,null,null,null
2021-04-04,null,null,null,null,null,null
2021-04-05,null,null,null,null,null,null
2021-04-06,null,null,null,null,null,null
2021-04-07,null,null,null,null,null,null
2021-04-08,null,null,null,null,null,null
2021-04-09,null,null,null,null,null,null
2021-04-10,null,null,null,null,null,null
2021-04-11,null,null,null,null,null,null
2021-04-12,null,null,null,null,null,null
2021-04-13,null,null,null,null,null,null
2021-04-14,null,null,null,null,null,null
2021-04-15,null,null,null,null,null,null
2021-04-16,null,null,null,null,null,null
2021-04-17,null,null,null,null,null,null
2021-04-18,null,null,null,null,null,null
2021-04-19,null,null,null,null,null,null
2021-04-20,null,null,null,null,null,null
2021-04-21,null,null,null,null,null,null
2021-04-22,null,null,null,null,null,null
2021-04-23,null,null,null,null,null,null
2021-04-24,null,null,null,null,null,null
2021-04-25,null,null,null,null,null,null
2021-04-26,null,null,null,null,null,null
2021-04-27,null,null,null,null,null,null
2021-04-28,null,null,null,null,null,null
2021-04-29,null,null,null,null,null,null
2021-04-30,null,null,null,null,null,null
2021-05-01,null,null,null,null,null,null
2021-05-02,null,null,null,null,null,null
2021-05-03,null,null,null,null,null,null
2021-05-04,null,null,null,null,null,null
2021-05-05,null,null,null,null,null,null
2021-05-06,null,null,null,null,null,null
2021-05-07,null,null,null,null,null,null
2021-05-08,null,null,null,null,null,null
2021-05-09,null,null,null,null,null,null
2021-05-10,null,null,null,null,null,null
2021-05-11,null,null,null,null,null,null
2021-05-12,null,null,null,null,null,null
2021-05-13,null,null,null,null,null,null
2021-05-14,null,null,null,null,null,null
2021-05-15,null,null,null,null,null,null
2021-05-16,null,null,null,null,null,null
2021-05-17,null,null,null,null,null,null
2021-05-18,null,null,null,null,null,null
2021-05-19,0.000016,0.000016,0.000006,0.000009,0.000009,3271067996
2021-05-20,0.000009,0.000012,0.000008,0.000010,0.000010,2507945867
2021-05-21,0.000010,0.000010,0.000007,0.000008,0.000008,1547207565
2021-05-22,0.000008,0.000010,0.000007,0.000008,0.000008,1229821215
2021-05-23,0.000008,0.000010,0.000007,0.000008,0.000008,1585032040
2021-05-24,0.000008,0.000012,0.000008,0.000011,0.000011,2179651359
2021-05-25,0.000011,0.000011,0.000009,0.000009,0.000009,1415340765
2021-05-26,0.000009,0.000010,0.000009,0.000010,0.000010,994520516
2021-05-27,0.000010,0.000010,0.000009,0.000009,0.000009,679602960
2021-05-28,0.000009,0.000009,0.000008,0.000008,0.000008,690703669
2021-05-29,0.000008,0.000008,0.000007,0.000008,0.000008,502184994
2021-05-30,0.000008,0.000008,0.000008,0.000008,0.000008,440967883
2021-05-31,0.000008,0.000010,0.000008,0.000009,0.000009,910298126
2021-06-01,0.000009,0.000009,0.000008,0.000009,0.000009,795576484
2021-06-02,0.000009,0.000010,0.000009,0.000009,0.000009,1190841704
2021-06-03,0.000009,0.000010,0.000009,0.000010,0.000010,841784028
2021-06-04,0.000010,0.000010,0.000008,0.000009,0.000009,819027578
2021-06-05,0.000009,0.000009,0.000008,0.000008,0.000008,507707187
2021-06-06,0.000008,0.000009,0.000008,0.000009,0.000009,359457882
2021-06-07,0.000009,0.000009,0.000008,0.000008,0.000008,469707680
2021-06-08,0.000008,0.000008,0.000006,0.000007,0.000007,794735555
2021-06-09,0.000007,0.000008,0.000007,0.000007,0.000007,546752922
2021-06-10,0.000007,0.000007,0.000007,0.000007,0.000007,420178357
2021-06-11,0.000007,0.000007,0.000006,0.000006,0.000006,402206125
2021-06-12,0.000006,0.000007,0.000006,0.000006,0.000006,602206703
2021-06-13,0.000006,0.000007,0.000006,0.000007,0.000007,479855598
2021-06-14,0.000007,0.000007,0.000007,0.000007,0.000007,484227038
2021-06-15,0.000007,0.000010,0.000007,0.000007,0.000007,464565251
2021-06-16,0.000009,0.000009,0.000008,0.000008,0.000008,1147441100
2021-06-17,0.000008,0.000008,0.000008,0.000008,0.000008,645884625
2021-06-18,0.000008,0.000008,0.000007,0.000007,0.000007,560685269
2021-06-19,0.000007,0.000008,0.000007,0.000008,0.000008,800211655
2021-06-20,0.000008,0.000008,0.000007,0.000008,0.000008,644943959
2021-06-21,0.000008,0.000008,0.000006,0.000006,0.000006,719083156
2021-06-22,0.000006,0.000007,0.000006,0.000006,0.000006,798815195
